discord_uuid,discord_name,riot_id,tracker,pr,team
1182799456131895450,fortniteenjoyer,FortniteEnjoyer#4549,https://tracker.gg/valorant/profile/riot/FortniteEnjoyer%234549/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Sneaky Golems
1188181788921712783,merrt,merrt#doom,https://tracker.gg/valorant/profile/riot/merrt%23doom/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Sneaky Golems
703296046414954576,vix134,Solvin#6087,https://tracker.gg/valorant/profile/riot/Solvin%236087/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Sneaky Golems
540511180876414997,wolf0057,WOLF#TRASH,https://tracker.gg/valorant/profile/riot/WOLF%23TRASH/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Sneaky Golems
503179415279370252,addsunn,addsunn#meow,https://tracker.gg/valorant/profile/riot/addsunn%23meow/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Sneaky Golems
718239639428923392,dilligent12,itachi#tuff,https://tracker.gg/valorant/profile/riot/Itachi%23tuff/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,doug
956767866504482856,fraudulent0200,lettuce#miow,https://tracker.gg/valorant/profile/riot/lettuce%23miow/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,doug
1305653170768445621,littlebeo927,bobbysauce#mild,https://tracker.gg/valorant/profile/riot/bobbysauce%23mild/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,doug
450829760117866510,natelb3,nate#valo,https://tracker.gg/valorant/profile/riot/nate%23valo/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,doug
422867004098084884,deron0293,DKgaz YT#Gay,https://tracker.gg/valorant/profile/riot/DKgaz%20YT%23Gay/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,doug
647998719706398721,vic.bum,vic#Tubby,https://tracker.gg/valorant/profile/riot/vic%23Tubby/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,bRATz
700207749119606845,yulisa7634,yuhlisa#NA1,https://tracker.gg/valorant/profile/riot/yuhlisa%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,bRATz
276899027314933760,ntry,Ntry#bang,https://tracker.gg/valorant/profile/riot/NTry%23bang/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,bRATz
616814483947651073,haaj,haaj#yona,https://tracker.gg/valorant/profile/riot/haaj%23yona/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,bRATz
526239897171001354,luv.em,3mxter#void,https://tracker.gg/valorant/profile/riot/3mxter%23void/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,bRATz
442472566972743680,doomvlr,NOT doom#NOT,https://tracker.gg/valorant/profile/riot/NOT%20doom%23NOT/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,NOT winning
703309020856844338,.minik0ng,miniKong#FLEX,https://tracker.gg/valorant/profile/riot/miniKong%23FLEX/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,4,NOT winning
546780157155999745,applezzz03,AppleZZZ#Icky,https://tracker.gg/valorant/profile/riot/AppleZZZ%23lcky/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,3,NOT winning
805822097879859200,ok_im_miko,miko#2467,https://tracker.gg/valorant/profile/riot/miko%232467/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,2,NOT winning
251064285529112578,mrblueguy,4playallday#4play,https://tracker.gg/valorant/profile/riot/4playallday%234play/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,1,NOT winning
203905005072285705,idoruler,plorbin#plrbn,https://tracker.gg/valorant/profile/riot/plorbin%23plrbn,2,Frag Frogs
132369493883224064,._.nico,NOOBHUMBLER1995#SIT,https://tracker.gg/valorant/profile/riot/NOOBHUMBLER1995%23SIT/,5,Frag Frogs
203363662310801409,bloosh,goopy#plrbn,https://tracker.gg/valorant/profile/riot/goopy%23plrbn/,4,Frag Frogs
420807996419866625,ukiyo.1.,joni#plrbn,https://tracker.gg/valorant/profile/riot/joni%23plrbn/,3,Frag Frogs
222032069361008640,victowwia,Starwalker#orig,https://tracker.gg/valorant/profile/riot/Starwalker%23orig/,1,Frag Frogs
507675411887685652,trombonemannoah,TromboneManNoah#dss,https://tracker.gg/valorant/profile/riot/TromboneManNoah%23dss/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,DSS Gaming
145577767910506496,_toastlord,FrenchToast#dss,https://tracker.gg/valorant/profile/riot/FrenchToast%23dss/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,DSS Gaming
270236208511188994,jackk.frost,frost#2118,https://tracker.gg/valorant/profile/riot/frost%232118/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,DSS Gaming
325436292533977089,mr.physicsgod,BigSlime#BS69,https://tracker.gg/valorant/profile/riot/BigSlime%23BS69/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,DSS Gaming
1088902633508581479,fife0123,FIFE01#3292,https://tracker.gg/valorant/profile/riot/FIFE01%233292/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,DSS Gaming
982478922497265715,imsombr,Huron#twnm,https://tracker.gg/valorant/profile/riot/Lord%20Huron%23woods/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Just Banana
614231019301634059,depeaa,dep#high,https://tracker.gg/valorant/profile/riot/dep%23high/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Just Banana
474241341770039296,grandpapapaya,Meow Meow Papaya #meow,https://tracker.gg/valorant/profile/riot/Meow%20Meow%20Papaya%23meow/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Just Banana
178662616980258816,bloodhunter,BloodHunter#2329,https://tracker.gg/valorant/profile/riot/BloodHunter%232329/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Just Banana
1008862296132567210,pokemon0622,Zheng#FAD3,https://tracker.gg/valorant/profile/riot/Zheng%23FAD3/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Just Banana
477660103332593680,dannyyf,d4nny#0011,https://tracker.gg/valorant/profile/riot/d4nny%230011/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,6,Baguette 5
525461935492169728,noahet,twitch noahzones#love,https://tracker.gg/valorant/profile/riot/twitch%20noahzones%23love/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,6,Baguette 5
405086058452090881,choccy1672,bbL#monke,https://tracker.gg/valorant/profile/riot/bbL%23monke/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Baguette 5
1108481811291578419,carseatgaming,carseatgaming#sad,https://tracker.gg/valorant/profile/riot/carseatgaming%23sad/overview?platform=pc&playlist=competitive,0,Baguette 5
1035320694667493436,st.scoop,Milkk#2121,https://tracker.gg/valorant/profile/riot/Milkk%232121/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,Baguette 5
753402354761465997,fw.scrub,白色游侠#100,https://tracker.gg/valorant/profile/riot/%E7%99%BD%E8%89%B2%E6%B8%B8%E4%BE%A0%23100/matches?platform=pc&playlist=competitive,3,The Zenith
711025909322219622,abovez.,ABOVEzz#NA1,https://tracker.gg/valorant/profile/riot/ABOVEzz%23NA1/overview?playlist=competitive&platform=pc&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,The Zenith
599363531082825764,tongotk6688,BAKI#00202,https://tracker.gg/valorant/profile/riot/BAKI%2300202/overview?playlist=premier&platform=pc,2,The Zenith
631231483566358528,sebs_bass,ACA Puff#9733,https://tracker.gg/valorant/profile/riot/ACA%20Puff%239733/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,The Zenith
260175512230559745,bowsamonya,Dumptruck Diana#DUMPY,https://tracker.gg/valorant/profile/riot/Dumptruck%20Diana%23DUMPY/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,The Zenith
761354220527026187,sweepzjr,sweepzjr#ggez,https://tracker.gg/valorant/profile/riot/sweepzjr%23ggez/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Eco Warriors
778069654996385832,kamm2sexy,Humble King#hmble,https://tracker.gg/valorant/profile/riot/Humble%20King%23hmble/performance?platform=pc&playlist=competitive,4,Eco Warriors
263132494948335626,keegan_23,Splash#5070,https://tracker.gg/valorant/profile/riot/Splash%235070/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Eco Warriors
541718923721048067,junglesnipez,JungleSnipez#2568,https://tracker.gg/valorant/profile/riot/JungleSnipez%232568/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Eco Warriors
870878648683622421,t1dal.wave,t1dalwave#325,https://tracker.gg/valorant/profile/riot/t1dalwave%23325/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,Eco Warriors
398157706965286925,djbeesquared,HellsBells#Queen,https://tracker.gg/valorant/profile/riot/HellsBells%23Queen/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,The Omen Protocol
611635590789595139,matt3r_,MATT3R#007,https://tracker.gg/valorant/profile/riot/MATT3R%23007/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,2,The Omen Protocol
484467841634926593,whoviancat,WhovianCat#Mew,https://tracker.gg/valorant/profile/riot/Whoviancat%23mew/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,2,The Omen Protocol
479069245716561921,.woc.,Cash Carti#vampp,https://tracker.gg/valorant/profile/riot/Cash%20Carti%23vampp/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,The Omen Protocol
234432137640673281,skylilyy,Skylily#wine,https://tracker.gg/valorant/profile/riot/skylily%23wine/performance?platform=pc&playlist=competitive,5,The Omen Protocol
992860222567747745,mayflower1324,Mayflower#1324,https://tracker.gg/valorant/profile/riot/2ff90848-c0b4-4be8-bff1-1cc09730cb65,0,Headshot Cartel
564825048888770595,quokank1,Pengu#NA01,https://tracker.gg/valorant/profile/riot/Pengu%23NA01,5,Headshot Cartel
655525815735287849,commi_killer,WiffMagnet#777,https://tracker.gg/valorant/profile/riot/841addbc-3727-4dc7-a62d-404c05c64623,1,Headshot Cartel
455872505492668430,.battlegnome,Punch Up#Punch,https://tracker.gg/valorant/profile/riot/Punch%20Up%23Punch/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Headshot Cartel
395068928759693312,cthien,Cheezie#0402,https://tracker.gg/valorant/profile/riot/370a003c-5f4e-424c-8775-f61d3d9a942c,5,Headshot Cartel
542787294659215379,zyroni,Zyroni#based,https://tracker.gg/valorant/profile/riot/Zyroni%23Based/overview,5,Chumber Mains
897247927557316659,ispeakforthetr33s,i kiss b0ys#botom,https://tracker.gg/valorant/profile/riot/i%20kiss%20b0ys%23botom/overview?playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,1,Chumber Mains
420719332478156811,chadmama,CatInABox#catt,https://tracker.gg/valorant/profile/riot/catinabox%23catt/overview?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,3,Chumber Mains
581648551973748766,bigsxyrvg,NaKo888RvG#NA2,https://tracker.gg/valorant/profile/riot/NaKo888RvG%23NA2/overview?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,4,Chumber Mains
587094564914069504,vessel,Vessellll#007,https://tracker.gg/valorant/profile/riot/Vessellll%23007/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Chumber Mains
739946519469359125,cooltcm,cooltcm#tcm,https://tracker.gg/valorant/profile/riot/Cooltcm%23tcm/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Team Snoopy
1423792389104996444,mae.baee,20221118#ily,https://tracker.gg/valorant/profile/riot/20221118%23ily/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Team Snoopy
944111980338356256,pluto.gg,bbyplu#pluto,https://tracker.gg/valorant/profile/riot/bbyplu%23pluto/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,Team Snoopy
1361704017243275477,sixxoo,blkswn#0228,https://tracker.gg/valorant/profile/riot/blkswn%230228/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Team Snoopy
1365712879231438898,ilomilod,louphoria#0228,https://tracker.gg/valorant/profile/riot/louphoria%230228/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Team Snoopy
712459369979183114,your_local_asain_midget,YukiForce1#NA1,https://tracker.gg/valorant/profile/riot/YukiForce1%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Seattle Knights
533418988101959690,limit7078,Limit80#NA1,https://tracker.gg/valorant/profile/riot/Limit80%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Seattle Knights
307111940633788416,nickjunyor,El Psy Kongroo #Skuld,https://tracker.gg/valorant/profile/riot/El%20Psy%20Kongroo%23Skuld/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Seattle Knights
285470922411081728,haylo995,HayLo995#Boss,https://tracker.gg/valorant/profile/riot/HayLo995%23Boss/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,Seattle Knights
102159225894998016,justcallmebot,Ophi#blind,https://tracker.gg/valorant/profile/riot/Ophi%23blind/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,6,Seattle Knights
411305130609344514,dipinchocolate,DipInChocolate#1007,https://tracker.gg/valorant/profile/riot/DipInChocolate%231007/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,The Vant1c Effect
297778111158943744,mighty_bug,MightyBug464#NA1,https://tracker.gg/valorant/profile/riot/MightyBug464%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,The Vant1c Effect
581533085582229555,apmoberg,apmoberg#NA1,https://tracker.gg/valorant/profile/riot/apmoberg%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,The Vant1c Effect
361978583075520512,jfkpeakedglaz21,Ignore#999,https://tracker.gg/valorant/profile/riot/Ignore%23999/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,The Vant1c Effect
762171625876488212,.avyy.,i play osu#1234,https://tracker.gg/valorant/profile/riot/i%20play%20osu%231234/performance?platform=pc&playlist=competitive&season=3ea2b318-423b-cf86-25da-7cbb0eefbe2d,5,The Vant1c Effect
735156547201794148,bransxn,solace#bran,https://tracker.gg/valorant/profile/riot/solace%23bran/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,shoelaces
472501978870841344,.senyen,Haerin#yen,https://tracker.gg/valorant/profile/riot/Haerin%23yen/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,shoelaces
711711827628785784,rubby3352,reggie#8541,https://tracker.gg/valorant/profile/riot/reggie%238541/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,shoelaces
705175185992450211,peesippa,xia#fart,https://tracker.gg/valorant/profile/riot/xia%23fart/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,
1018365399898791976,jul.i.ane,JovesRedRuby#BRUH,https://tracker.gg/valorant/profile/riot/JovesRedRuby%23BRUH/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,shoelaces
1005443691852349440,ladybug_glhf ,ladybug#glhf ,https://tracker.gg/valorant/profile/riot/ladybug%23glhf/performance?platform=pc&playlist=competitive&season=aef237a0-494d-3a14-a1c8-ec8de84e309c,0,Total Bad Asses
216328075674255360,ninetailedcocks,pack it up#wraps,https://tracker.gg/valorant/profile/riot/pack%20it%20up%23wraps/performance?platform=pc&playlist=competitive&season=5adc33fa-4f30-2899-f131-6fba64c5dd3a,5,Total Bad Asses
1347706525816459306,coax24.,Coax#4315,https://tracker.gg/valorant/profile/riot/Coax%234315/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Total Bad Asses
917241525191213116,morc.a,Orsone#NA1,https://tracker.gg/valorant/profile/riot/Orsone%23NA1/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Total Bad Asses
804160001017905192,colourized.,sprinkle cake#yum,https://tracker.gg/valorant/profile/riot/sprinkle%20cake%23yum/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Total Bad Asses
318824795699675139,wanderboi.,Wander#Mhm,https://tracker.gg/valorant/profile/riot/Wander%23Mhm/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Great Uncs
829354688171606028,mkn_pancakes,mugi#her,https://tracker.gg/valorant/profile/riot/mugi%23her/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Great Uncs
620766305049378841,breezvy,Uncle Bill#unc,https://tracker.gg/valorant/profile/riot/Uncle%20Bill%23unc/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,6,Great Uncs
819141854477418506,therealzetta,Xerneas#VGC,https://tracker.gg/valorant/profile/riot/Xerneas%23VGC/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,
694365078966894592,_smither,FemBob#6769,https://tracker.gg/valorant/profile/riot/FemBob%236769/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,Great Uncs
222759880203698178,aimbotalex.,aimbotalex#5171,https://tracker.gg/valorant/profile/riot/aimbotalex%235171/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Whiff City
175039086078328832,itsalphonse,ChocolateMilk#Bars,https://tracker.gg/valorant/profile/riot/ChocolateMilk%23bars/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Whiff City
890803659494019132,pizzawaffle,Asao#Asuna,https://tracker.gg/valorant/profile/riot/Asao%23Asuna/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Whiff City
752336415060262992,jomm9_,SillyKitty71#Pinoy,https://tracker.gg/valorant/profile/riot/Sillykitty71%23pinoy/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Whiff City
702982691095576696,.crowpool,petite eboy#pthtc,https://tracker.gg/valorant/profile/riot/petite%20eboy%23pthtc/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,Whiff City
622230701026312212,orangereptile,Garfield#910,https://tracker.gg/valorant/profile/riot/Garfield%23910/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,GIN AND TOXIC
191020423360675840,dbasian,Briiban#birb,https://tracker.gg/valorant/profile/riot/Briiban%23birb/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,GIN AND TOXIC
226749649153687552,kiw1ki,kiwi#melon,https://tracker.gg/valorant/profile/riot/kiwi%23melon/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,GIN AND TOXIC
113765723695874050,asianganggaming,Pho Dac BietΨ#6969,https://tracker.gg/valorant/profile/riot/Pho%20Dac%20Biet%CE%A8%236969/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,GIN AND TOXIC
486255134016405514,myhowto,myhowto#1234,https://tracker.gg/valorant/profile/riot/myhowto%231234/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,GIN AND TOXIC
1100073481045033074,scar6859,Scar#68692,https://tracker.gg/valorant/profile/riot/scar%2368692/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Genius Evils
338492008635039744,1bear1,bear#nrg,https://tracker.gg/valorant/profile/riot/bear%23nrg/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,Genius Evils
750433049597968455,valkfps_,Valk#aimNA,https://tracker.gg/valorant/profile/riot/Valk%23aimNA/overview?playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2&platform=pc,6,Genius Evils
696857832322236477,klyoko,oKamura#XIC,https://tracker.gg/valorant/profile/riot/oKamura%23XIC/overview?platform=pc&playlist=unrated&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,2,Genius Evils
220026974679072768,tbs_troll,TbS Tro11#NA1,https://tracker.gg/valorant/profile/riot/TbS%20Tro11%23NA1/overview?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,Genius Evils
757412157972414511,cade0525,CartFein#2916,https://tracker.gg/valorant/profile/riot/CartFein%232916/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,1,The Fearmongers
1440543393871691818,maxeanthek1ng,maceantheking#404,https://tracker.gg/valorant/profile/riot/maceantheking%23404/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,3,
546504838993674241,selkcipp,selkcipp#ttv,https://tracker.gg/valorant/profile/riot/selkcipp%23ttv/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,The Fearmongers
662030230818652214,asapv1ce,beyondbirthday#kira,https://tracker.gg/valorant/profile/riot/beyondbirthday%23kira/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,5,The Fearmongers
487813834455646229,wafflewacker,WaffleWacker#6953,https://tracker.gg/valorant/profile/riot/WaffleWacker%236953/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,0,The Fearmongers
176858431758663680,drakken_,Drakken#miro,https://tracker.gg/valorant/profile/riot/Drakken%23Miro/performance?platform=pc&playlist=competitive&season=4c4b8cff-43eb-13d3-8f14-96b783c90cd2,4,Lime Green Kia Soul
